0	0.0	9.00899999500999	0.8005754781398928
1	0.01	9.01600484480187	0.8341428067023531
2	0.02	9.023344667394388	0.5299470967913599
3	0.03	9.027641798905533	0.2697453547550876
4	0.04	9.029336483283158	0.034124527489565265
5	0.05	9.02867478991969	-0.364944171403361
6	0.06	9.024022475736627	-0.4113871787235671
7	0.07	9.018906196711786	-0.7234511888421411
8	0.08	9.010669789213665	-1.1613067865197306
9	0.09	8.998055649379527	-1.434358345893837
10	0.1	8.982712255365643	-1.7298874842094802
11	0.11	8.964415104308017	-2.0026369583605574
12	0.12	8.943392288224002	-2.1369206517039716
13	0.13	8.92102873748818	-2.5986408527032276
14	0.14	8.89405022109746	-2.6652544801351024
15	0.15	8.866408266284086	-2.741033976426549
16	0.16	8.838011280703302	-2.817460784588678
17	0.17	8.808852866739482	-3.0721838290592607
18	0.18	8.777150138172379	-3.0618470288085056
19	0.19	8.74555394788067	-3.1970301024755345
20	0.2	8.712609086471348	-3.2675228676554546
21	0.21	8.678962591896397	-3.5261568634246148
22	0.22	8.642733122013244	-3.6990321809398314
23	0.23	8.604778521901958	-3.9116209543077116
24	0.24	8.564701829517038	-4.00093288388219
25	0.25	8.523736025505649	-4.3301495792441065
26	0.26	8.47948215112108	-4.726182928603376
27	0.27	8.431272368630395	-4.729892735197314
28	0.28	8.383030309052065	-4.8572640534925595
29	0.29	8.333519360496785	-4.879095515789497
30	0.3	8.283795048413436	-4.980570498703641
31	0.31	8.233060958932198	-5.10180794206714
32	0.32	8.181119568426318	-5.254988649302043
33	0.33	8.127651564987188	-5.5760923619556015
34	0.34	8.070977871221915	-5.7297576284020995
35	0.35000000000000003	8.012773192161605	-6.050245567196685
36	0.36	7.951369454181308	-6.21304024422886
37	0.37	7.888343909804544	-6.575859403135365
38	0.38	7.821696476393208	-6.861465453611188
39	0.39	7.7521996472205155	-6.968036043871564
40	0.4	7.6816440618282	-7.22189439684721
41	0.41000000000000003	7.608556948464731	-7.455414854319175
42	0.42	7.533141939237945	-7.565806276329775
43	0.43	7.456630557292044	-7.697675661314034
44	0.44	7.378808132634565	-8.104909943749446
45	0.45	7.296921147395267	-8.127778139922405
46	0.46	7.2148136688928375	-8.391767886153625
47	0.47000000000000003	7.130074503676021	-8.374601967532955
48	0.48	7.045515471562011	-8.603739933582371
49	0.49	6.958673515690793	-8.769056625665415
50	0.5	6.870187077094411	-8.831129735214969
51	0.51	6.781088756046474	-8.81015567180464
52	0.52	6.6922090854648255	-8.929127618106158
53	0.53	6.602148583387301	-8.76513100575202
54	0.54	6.513737053483607	-8.808576420839321
55	0.55	6.424899910582111	-8.59858372749555
56	0.56	6.338171578328423	-8.581604617332331
57	0.5700000000000001	6.251621710009672	-8.682465474563013
58	0.58	6.164071888105523	-8.664657917148356
59	0.59	6.076708896757792	-8.634146406564325
60	0.6	5.989659756815114	-8.73677918050362
61	0.61	5.9015929940471175	-8.999116953303503
62	0.62	5.810911660227478	-8.999596813862407
63	0.63	5.720234595935714	-9.029716663753195
64	0.64	5.629265400851554	-8.85588274482716
65	0.65	5.540043641876245	-8.845559062760238
66	0.66	5.450934041897583	-8.795284049634981
67	0.67	5.362336103010254	-8.895624558526421
68	0.68	5.2727436188279775	-8.857355164828407
69	0.6900000000000001	5.183542787831182	-8.778660784380364
70	0.7000000000000001	5.095137820722047	-8.613803166586369
71	0.71	5.008390270287643	-8.759109920186372
72	0.72	4.920198327072362	-8.94864031357215
73	0.73	4.830119899117625	-8.810576758731408
74	0.74	4.741431114554171	-8.92401932990672
75	0.75	4.651616773157501	-9.083252502188083
76	0.76	4.56021908147224	-8.99882009837782
77	0.77	4.469674853594332	-8.901478188003507
78	0.78	4.380113099243037	-8.744638492146613
79	0.79	4.292128698025827	-9.05166870069308
80	0.8	4.201082793163355	-9.013021780934896
81	0.81	4.110432462089033	-8.775974867267035
82	0.8200000000000001	4.022161665184579	-8.754123056392174
83	0.8300000000000001	3.9341182134686448	-8.583081338219529
84	0.84	3.8477939832796877	-8.609223279183778
85	0.85	3.7612169661041857	-8.767346533001062
86	0.86	3.673067374092307	-8.735579924690905
87	0.87	3.585244263122811	-8.825586069502377
88	0.88	3.4965298730163767	-8.577766539947966
89	0.89	3.4103025496445776	-8.655104995611971
90	0.9	3.323310464448554	-8.62849288914982
91	0.91	3.23659319952575	-8.461279221172855
92	0.92	3.1515567430092872	-8.464568493069324
93	0.93	3.0664958974195886	-8.627958303198165
